% For a more comprehensive dataset with many more features check out the "Yacht/Motorboat Pricing Data (10,000+ listings)" dataset.
% Link below:
% https://www.kaggle.com/artemkorottchenko/large-boatyacht-pricing-dataset
% Context
% What are the most important features in determining the price of a new or used aircraft? Is it the aircraft type? Year? Manufacturer? Other characteristics? 
% This is one of many questions regarding the used/new aircraft markets I hope to answer with this dataset. 
% The dataset contains over 2000 aircraft that are for sale around the world. The data was scraped during July of 2020.
% Content
% The data was scraped from various websites using the Scrapy framework for Python. 
% Scrapy script:
% https://github.com/akorott/Aircraft-Scrapy-Script.git
% Content scraped:
%
% New/Used
% Price  
% Currency (USD, EUR, GBP)
% Category
% Year
% Make
% Model
% Location
% Serial number
% Registration number
% Total hours
% Engine 1 hours 
% Engine 2 hours 
% Prop 1 hours
% Prop 2 hours
% Total Seats
% Flight Rules
% National Origin
%
% Keep in mind that the data was scraped from 2 different sources. Some of the data (New/Used, Engine 1 hours, Engine 2 hours, Prop 1 hours, Prop 2 hours, Total Seats, Flight Rules) was only easily accessible on one source, thus is missing for part of the dataset. 
% FAQ
% Flight Rules: Visual Flight Rules (VFR) VS Instrument Flight Rules (IFR). In a nutshell, an aircraft equipped with IFR is one where a pilot can fully navigate an aircraft using instruments in the cockpit. Any aircraft flying over 18,000 feet, by law, has to be equipped with IFR equipment.
% BTH - Beyond the Horizon - according to my research, BTH means that an aircraft is equipped with a radar, but doesn't fully meet IFR criteria.
% VFR - (https://en.wikipedia.org/wiki/Visual_flight_rules)
% IFR - (https://en.wikipedia.org/wiki/Instrument_flight_rules)
% Some of the acronyms used within total hours, engine 1, engine 2, prop 1, prop 2 columns:
% SMOH - Since major overhaul
% SNEW - Since new
% SPOH - Since prop overhaul
% SFOH - Since factory overhaul (more reliable)
% SOH - Since overhaul
% STOH - Since top overhaul
% SFRM - Since factory re-manufactured
% Thank you for checking out this dataset and happy kaggling!  
@RELATION Aircraft-Pricing-Dataset

@ATTRIBUTE Condition STRING
@ATTRIBUTE Price STRING
@ATTRIBUTE Currency STRING
@ATTRIBUTE Category STRING
@ATTRIBUTE Year STRING
@ATTRIBUTE Make STRING
@ATTRIBUTE Model STRING
@ATTRIBUTE Location STRING
@ATTRIBUTE S/N STRING
@ATTRIBUTE REG STRING
@ATTRIBUTE Total_Hours STRING
@ATTRIBUTE Engine_1_Hours STRING
@ATTRIBUTE Engine_2_Hours STRING
@ATTRIBUTE Prop_1_Hours STRING
@ATTRIBUTE Prop_2_Hours STRING
@ATTRIBUTE Total_Seats REAL
@ATTRIBUTE Flight_Rules STRING
@ATTRIBUTE National_Origin STRING

@DATA
Used,'115,000 ',USD,'Single Engine Piston',1979,CESSNA,'172 HAWK XP-R172','Manning,\n                           AB\n                           CAN',1723043,C-GZCW,6610,279,?,0,?,4.0,?,'United States'
Used,'129,900 ',USD,'Multi Engine Piston',1979,CESSNA,414A,'Charleston,\n                           SC\n                           USA',414A-0273,N2617N,10647,'1290 SMOH','1344 SMOH','677 SPOH',?,?,IFR,'United States'
Used,'419,000 ',USD,'Multi Engine Piston',1979,CESSNA,414A,'Torrance,\n                           CA\n                           USA',414A0456,N2734G,5256,'830 SNEW','830 SNEW','830 SNEW','830 SNEW',7.0,IFR,'United States'
Used,'595,000 ',USD,Turboprop,1979,ROCKWELL,840,'Indianapolis,\n                           IN\n                           USA','Not Listed',N125MM,6970,?,?,?,?,?,?,'United States'
Used,'125,000 ',USD,'Single Engine Piston',1979,'MOONEY INTERNATIONAL CORP','M20J 201','Allentown,\n                           PA\n                           USA',24-0920,N799EC,6281,'478 SFOH',?,'478 SPOH',?,4.0,IFR,'United States'
Used,'135,000 ',USD,'Single Engine Piston',1979,'PIPER AIRCRAFT',DAKOTA,'melbourne (KMLB),\n                           FL\n                           USA',287921013,N2205Y,2530,'672 SFOH',?,'672 SMOH',?,4.0,BTH,'United States'
Used,'249,900 ',USD,'Single Engine Piston',1980,BEECHCRAFT,'A36 BONANZA 36','McKinney,\n                           TX\n                           USA',E1711,N3675R,6863,'75 SMOH',?,'75 HOURS',?,6.0,IFR,'United States'
Used,'398,000 ',USD,'Single Engine Piston',1985,CESSNA,T210R,'Bullhed City,\n                           AZ\n                           USA',21064919,N6188U,2692,'950 HOURS',?,?,?,6.0,IFR,'United States'
Used,'117,900 ',USD,'Single Engine Piston',1985,CESSNA,'TR182RG SKYLANE','Palm Harbor,\n                           FL\n                           USA','Not Listed',N6449T,10100,'1891 SFRM',?,'320 SPOH',?,4.0,BTH,'United States'
Used,'319,000 ',USD,'Single Engine Piston',1986,CESSNA,T210R,'Westminster,\n                           CO\n                           USA',21064957,N6542U,5970,'1460 SNEW',?,244,?,6.0,IFR,'United States'
Used,'112,500 ',USD,'Single Engine Piston',1988,'MAULE AIR',MX-7-235,'MN\n                           USA','Not Listed',N6124Q,760,'760 SNEW',?,'760 SNEW',?,?,?,'United States'
Used,'163,000 ',USD,'Single Engine Piston',1990,'MOONEY INTERNATIONAL CORP','M20M TLS BRAVO','Fort Myers,\n                           FL\n                           USA',27-0062,N1091A,1925,'25 SFOH',?,'25 SNEW',?,?,?,'United States'
Used,'1,150,000 ',USD,Turboprop,1992,'SHORT BROTHERS','TUCANO MK1','Springfield,\n                           IL\n                           USA','Not Listed',N411ZF,1800,'200 SMOH',?,'150 SNEW',?,?,?,'United Kingdom'
Used,'13,500 ',USD,'Single Engine Piston',1992,'STOLP AIRCRAFT','STARDUSTER ONE SA-100','Apison,\n                           TN\n                           USA',SA100-01,N290WM,2441,'410 SMOH',?,?,?,?,?,'United States'
Used,'129,000 ',USD,'Single Engine Piston',1996,'MOONEY INTERNATIONAL CORP','M20J MSE','Waco,\n                           TX\n                           USA',24-3384,N9416Q,2200,'600 STOH',?,'915 SNEW',?,4.0,?,'United States'
Used,'438,000 ',USD,'Single Engine Piston',1996,'PIPER AIRCRAFT','MALIBU MIRAGE','Coldwater,\n                           MI\n                           USA',4636043,N92717,3303,'675 SNEW',?,'414 SNEW',?,6.0,IFR,'United States'
Used,'424,900 ',USD,'Single Engine Piston',1997,'PIPER AIRCRAFT','MALIBU MIRAGE','Concord (KCCR),\n                           CA\n                           USA',4636088,N117KR,2915,'1150 SMOH',?,'0 SPOH',?,?,?,'United States'
Used,'129,000 ',USD,'Single Engine Piston',1998,HARMON,'ROCKET II','Blaine,\n                           MN\n                           USA',1,N42QC,620,?,?,?,?,2.0,IFR,'United States'
Used,'209,000 ',USD,'Single Engine Piston',1998,'MOONEY INTERNATIONAL CORP','M20R OVATION','Granbury,\n                           TX\n                           USA','Not Listed','Not Listed',1204,'1204 SNEW',?,?,?,?,IFR,'United States'
Used,'269,900 ',USD,'Single Engine Piston',1998,'PIPER AIRCRAFT','SARATOGA II','Jupiter,\n                           FL\n                           USA',3257003,N797S,2200,'900 SMOH',?,?,?,?,?,'United States'
Used,'1,295,000 ',USD,Turboprop,1999,CESSNA,'CARAVAN 208 AMPHIBIAN','South St Paul,\n                           MN\n                           USA',20800309,N309SA,8278,'5 TSHSI',?,1350,?,?,?,'United States'
Used,'2,150,000 ',USD,'Private Jets',1999,CESSNA,'CITATION X','Peoria (KPIA),\n                           IL\n                           USA',750-0101,N711VJ,4100,?,?,?,?,10.0,?,'United States'
Used,'449,000 ',USD,'Single Engine Piston',1999,'PIPER AIRCRAFT','MALIBU MIRAGE','Kansas City,\n                           MO\n                           USA',4636221,N249FB,2241,'946 SMOH',?,'301 SPOH',?,6.0,?,'United States'
Used,'189,500 ',USD,'Single Engine Piston',1999,'PIPER AIRCRAFT','SARATOGA II TC (1998 - 2008)','Sturgis,\n                           MI\n                           USA',3257113,N919SP,2084,'2088 SNEW',?,'2088 SNEW',?,?,?,'United States'
Used,'145,000 ',USD,'Single Engine Piston',1999,YAKOVLEV,'YAK 52W','Middleburg Hts,\n                           OH\n                           USA','Not Listed',N90GC,470,'10 SFRM',?,'10 SNEW',?,2.0,BTH,'Soviet Union'
Used,'139,900 ',USD,'Single Engine Piston',2000,CIRRUS,SR20,'Marietta,\n                           GA\n                           USA',1099,N190CD,2950,'920 SFRM',?,'920 SFRM',?,4.0,IFR,'United States'
Used,'110,000 ',USD,'Single Engine Piston',2000,LANCAIR,320,'Lacon,\n                           IL\n                           USA',638FB,N21B,845,'100 SMOH',?,'5 SNEW',?,2.0,IFR,'United States'
Used,'370,000 ',USD,'Multi Engine Piston',2000,'PIPER AIRCRAFT','SENECA V','Sturgis,\n                           MI\n                           USA',3449180,N687AV,1895,'35 SNEW','35 SNEW','82 SPOH','82 SPOH',?,?,'United States'
Used,'394,000 ',USD,'Multi Engine Piston',2000,'PIPER AIRCRAFT','SENECA V','Camarillo,\n                           CA\n                           USA',3449174,N35GK,1080,'1080 SNEW','13 SMOH','1080 SNEW','13 SNEW',6.0,IFR,'United States'
Used,'220,000 ',USD,'Single Engine Piston',2001,MICCO,'SP26 AEROBATIC','Houston,\n                           TX\n                           USA',260006,N692AS,950,'223 SFRM',?,'223 SNEW',?,2.0,IFR,?
Used,'289,000 ',USD,'Single Engine Piston',2001,'PIPER AIRCRAFT','SARATOGA II TC (1998 - 2008)','McAllen,\n                           TX\n                           USA',3257254,N769MR,2065,'560 SMOH',?,'560 SPOH',?,6.0,IFR,'United States'
Used,'95,000 ',USD,'Piston Helicopters',2001,'ROBINSON HELICOPTER','R22 BETA II','Branson,\n                           MO\n                           USA',3236,N7045X,4100,'1900 SMOH',?,?,?,2.0,VFR,'United States'
Used,'107,000 ',USD,'Single Engine Piston',2002,'AMERICAN CHAMPION',7-GCBC,USA,'Not Listed',N131SG,838,'838 SNEW',?,'838 SNEW',?,?,?,'United States'
Used,'150,000 ',USD,'Single Engine Piston',2002,LANCAIR,360,'Santa Barbara,\n                           CA\n                           USA',892-320-732,N360SG,300,?,?,?,?,?,?,'United States'
Used,'1,225,000 ',USD,Turboprop,2003,CESSNA,'CARAVAN 208','Baton Rouge,\n                           LA\n                           USA',20800366,N703DC,2893,'264 TSHSI',?,'0 SPOH',?,10.0,IFR,'United States'
Used,'167,500 ',USD,'Single Engine Piston',2003,CESSNA,300,'Calgary\n                           \n                           CAN','Not Listed',C-GWMU,1980,'57 SMOH',?,'57 SPOH',?,?,?,'United States'
Used,'119,900 ',USD,'Single Engine Piston',2003,'PIPER AIRCRAFT',ARROW,'Lexington (KLEX),\n                           KY\n                           USA',2844088,N243DW,5610,'1730 SMOH',?,'1730 SPOH',?,?,?,'United States'
Used,'169,900 ',USD,'Single Engine Piston',2004,AVIAT,'HUSKY A-1B','Sidney\n                           \n                           CAN','Not Listed','Not Listed',650,'650 SNEW',?,'70 SPOH',?,?,?,'United States'
Used,'435,000 ',USD,'Private Jets',2004,BEECHCRAFT,'PREMIER I','Fort Lauderdale\n                           \n                           ZAF',RB-94,ZS-PFE,3037,'3037 SNEW','3037 SNEW',?,?,6.0,?,'United States'
Used,'235,000 ',USD,'Single Engine Piston',2004,CESSNA,350,'Fort Myers,\n                           FL\n                           USA',42058,N772TT,?,?,?,?,?,?,?,'United States'
Used,'1,475,000 ',USD,Turboprop,2005,CESSNA,'CARAVAN 208B GRAND','Richmond,\n                           VA\n                           USA',208B1106,N713CB,6700,'6700 SNEW',?,?,?,10.0,IFR,'United States'
Used,'255,000 ',USD,'Single Engine Piston',2005,CIRRUS,'SR22-G2 GTS','Santa Monica,\n                           CA\n                           USA',1506,N700HG,1353,?,?,?,?,4.0,BTH,'United States'
Used,'299,000 ',USD,'Single Engine Piston',2005,'PIPER AIRCRAFT',6X/6XT,'Spring,\n                           TX\n                           USA',3232047,N647SE,1453,'1453 SNEW',?,'1453 SNEW',?,6.0,IFR,'United States'
Used,'64,500 ',USD,'Single Engine Piston',2005,TECNAM,'P2002 SIERRA','Placerville,\n                           CA\n                           USA',128,N128B,810,'810 SNEW',?,'10 SNEW',?,2.0,VFR,Italy
Used,'486,000 ',USD,'Single Engine Piston',2006,BEECHCRAFT,'G36 BONANZA','Elkhart,\n                           IN\n                           USA',E3698,N6198Z,1900,'234 SNEW',?,'1900 SNEW',?,6.0,BTH,'United States'
Used,'345,000 ',USD,'Single Engine Piston',2006,CESSNA,400,'Conroe,\n                           TX\n                           USA',41568,N2535P,1166,'639 SMOH',?,?,?,4.0,BTH,'United States'
Used,'325,000 ',USD,'Single Engine Piston',2006,'PIPER AIRCRAFT','SARATOGA II TC (1998 - 2008)','ID\n                           USA',3257407,N269Z,1218,'209 SMOH',?,'169 SPOH',?,6.0,?,'United States'
Used,'399,000 ',USD,'Piston Helicopters',2006,'ROBINSON HELICOPTER','R44 RAVEN II','IL\n                           USA',11044,N508CS,2188,25,?,?,25,4.0,?,'United States'
Used,'79,500 ',USD,'Single Engine Piston',2007,'AMERICAN CHAMPION',7-EC,'Addison,\n                           TX\n                           USA',1016-2007,N137EC,998,'998 SNEW',?,'998 SNEW',?,2.0,VFR,'United States'
Used,'1,600,000 ',USD,Turboprop,2007,CESSNA,'CARAVAN 208 AMPHIBIAN','South St Paul,\n                           MN\n                           USA',20800413,N984JD,3973,'1228 SNEW',?,'1228 SNEW',?,?,?,'United States'
Used,'319,900 ',USD,'Single Engine Piston',2007,CIRRUS,'SR22-G3 TURBO GTS','Phillipsburg,\n                           OH\n                           USA',2572,N33PF,2275,'225 HOURS',?,'225 HOURS',?,?,?,'United States'
Used,'290,000 ',USD,'Single Engine Piston',2007,CESSNA,350,'San Antonio,\n                           TX\n                           USA',42546,N113FP,1253,'1253 HOURS',?,'1253 HOURS',?,?,?,'United States'
Used,'339,900 ',USD,'Single Engine Piston',2007,CESSNA,400,'San Angelo,\n                           TX\n                           USA',41787,N333XC,1630,'1630 SNEW',?,'1630 SNEW',?,4.0,?,'United States'
Used,'1,695,000 ',USD,Turboprop,2008,CESSNA,'208B GRAND CARAVAN','Naples,\n                           FL\n                           USA',208B2026,N192GC,6898,'1879 SMOH',?,'177 SPOH',?,?,?,'United States'
Used,'229,000 ',USD,'Single Engine Piston',2008,CIRRUS,SR20-G3,'Houston,\n                           TX\n                           USA',1976,N619SS,1240,'1240 SNEW',?,'1240 SNEW',?,4.0,BTH,'United States'
Used,'209,900 ',USD,'Single Engine Piston',2008,CIRRUS,SR20-G3,'Phillipsburg,\n                           OH\n                           USA',1947,N624CP,1465,'1465 SNEW',?,'905 HOURS',?,?,?,'United States'
Used,'269,900 ',USD,'Single Engine Piston',2008,'DIAMOND AIRCRAFT INDUSTRIES','DA40 XLS','Lexington,\n                           KY\n                           USA',40.861,N400CC,1450,'1450 SNEW','2000 SBOH','247 SPOH',?,?,?,AUSTRIA
Used,'450,000 ',USD,'Single Engine Piston',2009,CIRRUS,'SR22-G3 TURBO','Lebanon,\n                           OH\n                           USA',3428,N98LW,1660,'0 SMOH',?,'0 SNEW',?,4.0,?,'United States'
Used,'789,000 ',USD,'Single Engine Piston',2019,BEECHCRAFT,'G36 BONANZA','Hayti,\n                           MO\n                           USA',E-4131,N55JU,78,'78 SNEW',?,?,?,6.0,IFR,'United States'
Used,'99,900 ',USD,'Single Engine Piston',2019,'VASHON AIRCRAFT','RANGER R7','Fort Lauderdale,\n                           FL\n                           USA',10152,N158VR,113,'113 HOURS',?,'113 HOURS',?,2.0,VFR,'United States'
New,'444,000 ',USD,'Piston Helicopters',2020,'ROBINSON HELICOPTER','R44 CLIPPER','FL\n                           USA','Not Listed','Not Listed',?,?,?,?,?,?,?,'United States'
Used,'165,000 ',USD,'Single Engine Piston',2005,'AMERICAN CHAMPION','8-GCBC SCOUT','Pittsboro,\n                           NC\n                           USA',472-2005,N700BH,?,?,?,?,?,?,?,'United States'
Used,'529,900 ',USD,'Multi Engine Piston',2002,'PIPER AIRCRAFT','SENECA V','Bryan (KCFD),\n                           TX\n                           USA',3449259,N4170H,1102,'1102 SNEW',?,'428 SPOH',?,?,?,'United States'
Used,'221,900 ',USD,'Single Engine Piston',2001,CESSNA,'T182 SKYLANE','Calgary\n                           \n                           CAN','Not Listed',C-GFVM,1247,'1247 SMOH',?,'196 SPOH',?,?,?,'United States'
Used,'82,900 ',USD,'Single Engine Piston',1978,CESSNA,'182RG SKYLANE','Gerogetown,\n                           CA\n                           USA',R18200368,N6071C,3205,'620 SMOH',?,'15 SPOH',?,4.0,?,'United States'
Used,'182,500 ',USD,'Multi Engine Piston',1975,'PIPER AIRCRAFT','NAVAJO CR','Calera,\n                           AL\n                           USA',31-7512012,N432CW,8714,'843 SMOH','1067 SMOH','1574 SMOH','1574 SMOH',8.0,BTH,'United States'
Used,'324,900 ',USD,'Multi Engine Piston',1975,'PIPER AIRCRAFT','NAVAJO CHIEFTAIN','Louisville (KLOU),\n                           KY\n                           USA',31-7552116,N942E,7217,'355 SMOH',?,'1510 SPOH',?,?,?,'United States'
Used,'99,500 ',USD,'Single Engine Piston',1975,'IAR S.A. BRASOV',IAR-823,'Port St. Lucie,\n                           FL\n                           USA',20,N11VA,2031,'1365 SNEW','502 SMOH','358 SPOH',?,?,?,Romania
Used,'59,999 ',USD,'Single Engine Piston',1964,'PIPER AIRCRAFT','COMANCHE 250','Sherman Oaks,\n                           CA\n                           USA','Not Listed',N8331P,4200,'430 SMOH',?,'430 SPOH',?,4.0,IFR,'United States'
Used,'379,900 ',USD,'Turbine Helicopters',1964,'BELL TEXTRON',UH-1H,USA,'Not Listed',N19CF,12359,'1844 SMOH',?,?,?,12.0,VFR,'United States'
Used,'123,000 ',USD,'Single Engine Piston',1963,BEECHCRAFT,'P35 BONANZA','KATY,\n                           TX\n                           USA',D-7220,N379T,5111,'235 HOURS',?,'727 HOURS',?,4.0,IFR,'United States'
Used,'375,000 ',USD,'Single Engine Piston',2009,CIRRUS,'SR22-G3 TURBO GTS','Sturgis,\n                           MI\n                           USA',3370,N21WE,1378,?,?,?,?,?,BTH,'United States'
Used,'65,000 ',USD,'Single Engine Piston',2010,'ARION AIRCRAFT LLC',LIGHTNING,'Akron,\n                           OH\n                           USA',98,N638JM,145,'40 SOH',?,'40 SOH',?,2.0,VFR,'United States'
Used,'189,000 ',USD,'Single Engine Piston',2010,'PIPER AIRCRAFT','SUPER CUB','JUPITER,\n                           FL\n                           USA',TCQ0904958,N123SQ,59,59,?,'59 HOURS',?,2.0,?,'United States'
Used,'219,900 ',USD,'Multi Engine Piston',1981,'PIPER AIRCRAFT','SENECA III','Sturgis,\n                           MI\n                           USA',34-8133220,N8434M,4550,'1173 SFRM','1173 SFRM','671 SNEW','747 SPOH',6.0,?,'United States'
Used,'164,900 ',USD,'Multi Engine Piston',1981,'PIPER AIRCRAFT','SENECA III','Mesa,\n                           AZ\n                           USA',34-8133258,N915TX,3791,'1440 SMOH','993 SMOH','624 SOH','624 SOH',6.0,BTH,'United States'
Used,'979,000 ',USD,'Multi Engine Piston',2014,BEECHCRAFT,'G58 BARON','Greensboro,\n                           NC\n                           USA',TH-2414,N5114X,725,?,?,?,?,?,?,'United States'
Used,'3,399,000 ',USD,Turboprop,2012,PILATUS,'PC-12 NG','Fargo,\n                           ND\n                           USA',1376,'Not Listed',2576,'2576 SNEW',?,'438 SNEW',?,8.0,?,Switzerland
Used,'670,000 ',CHF,Turboprop,1943,SCHLEPP,C-3605,CHE,274,HB-RDB,1019,'751 SOH',?,'1019 SNEW',?,2.0,?,Swtizerland
Used,'1,795,000 ',USD,'Single Engine Piston',1943,CURTISS,'P-40N KITTYHAWK','Albury,\n                           NSW\n                           AUS',42-104687,VH-ZOC,265,'265 SMOH',?,'265 SPOH',?,?,?,'United States'
Used,'395,000 ',USD,'Private Jets',1985,CESSNA,'CITATION ISP','Watertown,\n                           WI\n                           USA',501-0687,N361DE,6995,'2946 SMOH','2077 SMOH',?,?,?,?,'United States'
Used,'225,000 ',USD,'Single Engine Piston',1981,'PIPER AIRCRAFT','TURBO SARATOGA SP (1980 - 1987)','Sturgis,\n                           MI\n                           USA',32R-8129013,N925TC,3853,'780 SMOH',?,'780 SPOH',?,6.0,BTH,'United States'
Used,'140,000 ',USD,'Single Engine Piston',1942,'NORTH AMERICAN AVIATION','SNJ 5','Tullahoma,\n                           TN\n                           USA','Not Listed','Not Listed',4100,?,?,?,?,?,?,'United States'
New,'479,010 ',USD,'Piston Helicopters',2020,'ROBINSON HELICOPTER','R44 RAVEN II','St Augustine,\n                           FL\n                           USA','L 1973K',L1973K,?,?,?,?,?,4.0,VFR,'United States'
New,'852,000 ',USD,'Turbine Helicopters',2020,'ROBINSON HELICOPTER',R66,'FL\n                           USA','Not Listed',TBD,?,?,?,?,?,?,?,'United States'
New,'189,000 ',USD,'Single Engine Piston',2020,'EDRA Pecas e Manutencao Ltda',LS,'Ormond Beach,\n                           FL\n                           USA',S0378,N378SP,4,'4 HOURS',?,'4 HOURS',?,2.0,VFR,Brazil
New,'99,000 ',USD,'Single Engine Piston',2020,'VAN\'S AIRCRAFT',RV-12IS,'Louisville,\n                           KY\n                           USA','Not Listed',N502FC,17,'17 SNEW',?,'17 SNEW',?,2.0,VFR,'United States'
Project,'190,000 ',USD,'Piston Helicopters',2020,'VERTICAL AVIATION TECHNOLOGIES',HUMMINGBIRD,'Deland,\n                           FL\n                           USA','Not Listed','Not Listed',?,?,?,?,?,?,?,'United States'
New,'348,000 ',USD,'Single Engine Piston',2020,'WACO AIRCRAFT COMPANY',UPF-7,'Faribault,\n                           MN\n                           USA','Not Listed','Not Listed',?,?,?,?,?,3.0,?,'United States'
Used,'229,000 ',USD,'Multi Engine Piston','Not Listed','LOCKWOOD AIRCRAFT',AIRCAM,'Punta Gorda,\n                           FL\n                           USA',AC-148,N612WF,725,'725 SNEW',?,'725 SNEW',?,?,?,'United States'
Used,'725,000 ',USD,'Single Engine Piston',2017,CIRRUS,'SR22T-G6 GTS','MI\n                           USA',1478,N313GP,1110,'1110 SNEW',?,'1110 SNEW',?,5.0,?,'United States'
Used,'709,000 ',USD,'Single Engine Piston',2017,CIRRUS,'SR22T-G6 GTS','Livermore,\n                           CA\n                           USA',1500,N927CR,1125,'50 STOH',?,?,?,?,?,'United States'
Used,'749,000 ',USD,'Single Engine Piston',2017,CIRRUS,'SR22T-G6 GTS','Perry,\n                           GA\n                           USA',1617,N308JA,272,'272 SNEW',?,'272 SNEW',?,5.0,?,'United States'
Used,'819,000 ',USD,'Single Engine Piston',2017,CIRRUS,'SR22T-G6 GTS',?,1612,N488GT,350,'350 SNEW',?,?,?,5.0,?,'United States'
Used,'745,000 ',USD,'Single Engine Piston',2017,CIRRUS,'SR22T-G6 GTS','Scottsdale,\n                           AZ\n                           USA',1509,N317MD,144,'144 SNEW',?,'144 SNEW',?,5.0,?,'United States'
Used,'845,000 ',USD,'Single Engine Piston',2017,CIRRUS,'SR22T-G6 GTS','College Station,\n                           TX\n                           USA',1481,N991EW,390,'390 SNEW',?,'390 SNEW',?,5.0,?,'United States'
Used,'1,995,000 ',USD,'Private Jets',2017,CIRRUS,'VISION SF50','Knoxville,\n                           TN\n                           USA',24,N993KG,430,'430 SNEW',?,'430 SNEW',?,?,?,'United States'
Used,'145,000 ',USD,'Single Engine Piston',2017,'FLIGHT DESIGN',CTLSI,'Wadmalaw\n                           \n                           USA',F-17-07-03,N906ls,119,119,?,119,?,?,VFR,Germany
Used,'339,000 ',USD,'Piston Helicopters',2017,GUIMBAL,'CABRI G2',?,1195,N401SH,706,?,?,?,?,2.0,BTH,France
Used,'2,150,000 ',USD,Turboprop,2017,'PIPER AIRCRAFT',M600,'Surgar Land Regional Airport,\n                           TX\n                           USA',4698054,N620LF,290,'290 SNEW',?,'290 SNEW',?,?,?,'United States'
Used,'2,499,000 ',USD,Turboprop,2017,'PIPER AIRCRAFT',M600,'Muncie,\n                           IN\n                           USA',4698033,N600EU,345,'390 HOURS',?,?,?,6.0,IFR,'United States'
New,'2,358,600 ',USD,Turboprop,2017,'QUEST AIRCRAFT',KODIAK,'Muncie,\n                           IN\n                           USA',100-0228,N228QK,?,?,?,?,?,7.0,IFR,'United States'
Used,'295,000 ',USD,'Piston Helicopters',2017,'ROBINSON HELICOPTER','R44 CADET','Indian Rks Bch,\n                           FL\n                           USA','Not Listed',N127DM,?,?,?,?,?,?,?,'United States'
Used,'799,000 ',USD,'Turbine Helicopters',2017,'ROBINSON HELICOPTER',R66,'St Augustine,\n                           FL\n                           USA',L106J,L106J,418,?,?,?,?,5.0,?,'United States'
New,'158,000 ',USD,'Piston Helicopters',2017,'SAFARI HELICOPTERS',400,'Steckborn\n                           \n                           CHE',699n,HB-YNP,50,'90 SOH',?,?,?,2.0,VFR,Canada
Used,'3,449,000 ',USD,Turboprop,2017,SOCATA,'TBM 930','Muncie,\n                           IN\n                           USA',1169,N301MA,440,?,?,?,?,6.0,?,France
Used,'3,395,000 ',USD,Turboprop,2017,SOCATA,'TBM 930','Muncie,\n                           IN\n                           USA',1160,N11VU,972,?,?,?,?,?,?,France
Used,'207,923 ',USD,'Single Engine Piston',2018,'BRM AERO',BRISTELL,'Ronkonkoma,\n                           NY\n                           USA',357/2018,N557BL,400,'400 SNEW',?,?,?,2.0,BTH,'Czech Republic'
Used,'549,000 ',USD,'Single Engine Piston',2012,CESSNA,T206H,'Olathe,\n                           KS\n                           USA',T20609043,N6334F,941,'941 SNEW',?,'941 SNEW',?,?,IFR,'United States'
?,'324,900 ',USD,'Single Engine Piston',2012,CIRRUS,SR20-G3,'Phillipsburg,\n                           OH\n                           USA',2148,N117LF,520,'520 HOURS',?,'520 HOURS',?,?,IFR,'United States'
Used,'485,000 ',USD,'Single Engine Piston',2012,CIRRUS,'SR22-G3 GTS','Lebanon,\n                           OH\n                           USA',3835,N22XJ,802,'802 SNEW',?,'802 SNEW',?,?,?,'United States'
Used,'519,000 ',USD,'Single Engine Piston',2012,CIRRUS,SR22-GTS,'KHBC,\n                           NC\n                           USA',3849,N809PC,440,'440 SNEW',?,'440 SNEW',?,?,?,'United States'
